"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor"
11,15,0.50,0.10,0.10,0.30,11.42,42.85,0.73,2.64,1.36,3.66,0.21,-1.01,16.02
12,15,0.50,0.10,0.10,0.30,13.57,42.14,0.80,2.64,1.25,3.75,0.24,-1.10,15.85
13,15,0.50,0.10,0.10,0.30,15.71,41.42,0.86,2.64,1.15,3.82,0.27,-1.17,15.16
14,15,0.50,0.10,0.10,0.30,17.85,40.71,0.93,2.64,1.07,3.88,0.30,-1.24,14.17
15,15,0.50,0.10,0.10,0.30,20.00,40.00,1.00,2.64,1.00,3.94,0.33,-1.30,13.00
11,16,0.50,0.10,0.10,0.30,10.71,46.42,0.68,2.66,1.45,3.66,0.18,-1.00,17.85
12,16,0.50,0.10,0.10,0.30,12.85,45.71,0.75,2.66,1.33,3.75,0.21,-1.08,17.90
13,16,0.50,0.10,0.10,0.30,15.00,45.00,0.81,2.66,1.23,3.82,0.25,-1.15,17.40
14,16,0.50,0.10,0.10,0.30,17.14,44.28,0.87,2.66,1.14,3.88,0.27,-1.22,16.55
15,16,0.50,0.10,0.10,0.30,19.28,43.57,0.93,2.66,1.06,3.94,0.30,-1.28,15.54
16,16,0.50,0.10,0.10,0.30,21.42,42.85,1.00,2.66,1.00,4.00,0.33,-1.33,14.35
11,17,0.50,0.10,0.10,0.30,10.00,50.00,0.64,2.68,1.54,3.66,0.16,-0.98,19.60
12,17,0.50,0.10,0.10,0.30,12.14,49.28,0.70,2.68,1.41,3.75,0.19,-1.06,19.86
13,17,0.50,0.10,0.10,0.30,14.28,48.57,0.76,2.68,1.30,3.82,0.22,-1.13,19.54
14,17,0.50,0.10,0.10,0.30,16.42,47.85,0.82,2.68,1.21,3.88,0.25,-1.20,18.85
15,17,0.50,0.10,0.10,0.30,18.57,47.14,0.88,2.68,1.13,3.94,0.28,-1.26,17.99
16,17,0.50,0.10,0.10,0.30,20.71,46.42,0.94,2.68,1.06,4.00,0.30,-1.31,16.96
17,17,0.50,0.10,0.10,0.30,22.85,45.71,1.00,2.68,1.00,4.04,0.33,-1.36,15.54
11,18,0.50,0.10,0.10,0.30,9.28,53.57,0.61,2.70,1.63,3.66,0.14,-0.96,21.25
12,18,0.50,0.10,0.10,0.30,11.42,52.85,0.66,2.70,1.50,3.75,0.17,-1.05,21.75
13,18,0.50,0.10,0.10,0.30,13.57,52.14,0.72,2.70,1.38,3.82,0.20,-1.12,21.59
14,18,0.50,0.10,0.10,0.30,15.71,51.42,0.77,2.70,1.28,3.88,0.23,-1.18,21.06
15,18,0.50,0.10,0.10,0.30,17.85,50.71,0.83,2.70,1.20,3.94,0.26,-1.24,20.37
16,18,0.50,0.10,0.10,0.30,20.00,50.00,0.88,2.70,1.12,4.00,0.28,-1.30,19.50
17,18,0.50,0.10,0.10,0.30,22.14,49.28,0.94,2.70,1.05,4.04,0.30,-1.34,18.18
18,18,0.50,0.10,0.10,0.30,24.28,48.57,1.00,2.70,1.00,4.09,0.33,-1.39,16.88
11,19,0.50,0.10,0.10,0.30,8.57,57.14,0.57,2.71,1.72,3.66,0.13,-0.95,23.07
12,19,0.50,0.10,0.10,0.30,10.71,56.42,0.63,2.71,1.58,3.75,0.15,-1.03,23.76
13,19,0.50,0.10,0.10,0.30,12.85,55.71,0.68,2.71,1.46,3.82,0.18,-1.10,23.78
14,19,0.50,0.10,0.10,0.30,15.00,55.00,0.73,2.71,1.35,3.88,0.21,-1.17,23.40
15,19,0.50,0.10,0.10,0.30,17.14,54.28,0.78,2.71,1.26,3.94,0.23,-1.23,22.84
16,19,0.50,0.10,0.10,0.30,19.28,53.57,0.84,2.71,1.18,4.00,0.26,-1.28,22.11
17,19,0.50,0.10,0.10,0.30,21.42,52.85,0.89,2.71,1.11,4.04,0.28,-1.33,20.90
18,19,0.50,0.10,0.10,0.30,23.57,52.14,0.94,2.71,1.05,4.09,0.31,-1.37,19.71
19,19,0.50,0.10,0.10,0.30,25.71,51.42,1.00,2.71,1.00,4.13,0.33,-1.41,18.25
11,20,0.50,0.10,0.10,0.30,7.85,60.71,0.55,2.72,1.81,3.66,0.11,-0.93,24.84
12,20,0.50,0.10,0.10,0.30,10.00,60.00,0.60,2.72,1.66,3.75,0.14,-1.02,25.75
13,20,0.50,0.10,0.10,0.30,12.14,59.28,0.65,2.72,1.53,3.82,0.16,-1.09,25.92
14,20,0.50,0.10,0.10,0.30,14.28,58.57,0.70,2.72,1.42,3.88,0.19,-1.16,25.68
15,20,0.50,0.10,0.10,0.30,16.42,57.85,0.75,2.72,1.33,3.94,0.22,-1.22,25.27
16,20,0.50,0.10,0.10,0.30,18.57,57.14,0.80,2.72,1.25,4.00,0.24,-1.27,24.68
17,20,0.50,0.10,0.10,0.30,20.71,56.42,0.85,2.72,1.17,4.04,0.26,-1.32,23.56
18,20,0.50,0.10,0.10,0.30,22.85,55.71,0.90,2.72,1.11,4.09,0.29,-1.36,22.50
19,20,0.50,0.10,0.10,0.30,25.00,55.00,0.95,2.72,1.05,4.13,0.31,-1.40,21.15
20,20,0.50,0.10,0.10,0.30,27.14,54.28,1.00,2.72,1.00,4.16,0.33,-1.43,19.54
11,12,0.10,0.30,0.10,0.30,5.50,34.46,0.91,1.00,1.09,1.00,0.13,0.00,0.00
11,13,0.10,0.30,0.10,0.30,3.00,38.60,0.84,1.00,1.18,1.00,0.07,0.00,0.00
12,13,0.10,0.30,0.10,0.30,6.60,37.40,0.92,1.00,1.08,1.00,0.15,0.00,0.00
11,14,0.10,0.30,0.10,0.30,2.20,42.16,0.78,1.00,1.27,1.00,0.04,0.00,0.00
12,14,0.10,0.30,0.10,0.30,3.60,41.70,0.85,1.00,1.16,1.00,0.07,0.00,0.00
13,14,0.10,0.30,0.10,0.30,7.80,40.30,0.92,1.00,1.07,1.00,0.16,0.00,0.00
11,15,0.10,0.30,0.10,0.30,1.80,45.60,0.73,1.00,1.36,1.00,0.03,0.00,0.00
12,15,0.10,0.30,0.10,0.30,2.60,45.33,0.80,1.00,1.25,1.00,0.05,0.00,0.00
13,15,0.10,0.30,0.10,0.30,4.20,44.80,0.86,1.00,1.15,1.00,0.08,0.00,0.00
14,15,0.10,0.30,0.10,0.30,9.10,43.16,0.93,1.00,1.07,1.00,0.17,0.00,0.00
11,16,0.10,0.30,0.10,0.30,1.50,49.00,0.68,1.00,1.45,1.00,0.02,0.00,0.00
12,16,0.10,0.30,0.10,0.30,2.10,48.80,0.75,1.00,1.33,1.00,0.04,0.00,0.00
13,16,0.10,0.30,0.10,0.30,3.00,48.50,0.81,1.00,1.23,1.00,0.05,0.00,0.00
14,16,0.10,0.30,0.10,0.30,4.90,47.86,0.87,1.00,1.14,1.00,0.09,0.00,0.00
15,16,0.10,0.30,0.10,0.30,10.50,46.00,0.93,1.00,1.06,1.00,0.18,0.00,0.00
11,17,0.10,0.30,0.10,0.30,1.40,52.33,0.64,1.00,1.54,1.00,0.02,0.00,0.00
12,17,0.10,0.30,0.10,0.30,1.80,52.20,0.70,1.00,1.41,1.00,0.03,0.00,0.00
13,17,0.10,0.30,0.10,0.30,2.40,52.00,0.76,1.00,1.30,1.00,0.04,0.00,0.00
14,17,0.10,0.30,0.10,0.30,3.50,51.63,0.82,1.00,1.21,1.00,0.06,0.00,0.00
15,17,0.10,0.30,0.10,0.30,5.60,50.93,0.88,1.00,1.13,1.00,0.09,0.00,0.00
16,17,0.10,0.30,0.10,0.30,12.00,48.80,0.94,1.00,1.06,1.00,0.19,0.00,0.00
11,18,0.10,0.30,0.10,0.30,1.30,55.66,0.61,1.00,1.63,1.00,0.02,0.00,0.00
12,18,0.10,0.30,0.10,0.30,1.60,55.56,0.66,1.00,1.50,1.00,0.02,0.00,0.00
13,18,0.10,0.30,0.10,0.30,2.10,55.40,0.72,1.00,1.38,1.00,0.03,0.00,0.00
14,18,0.10,0.30,0.10,0.30,2.80,55.16,0.77,1.00,1.28,1.00,0.04,0.00,0.00
15,18,0.10,0.30,0.10,0.30,4.00,54.76,0.83,1.00,1.20,1.00,0.06,0.00,0.00
16,18,0.10,0.30,0.10,0.30,6.40,53.96,0.88,1.00,1.12,1.00,0.10,0.00,0.00
17,18,0.10,0.30,0.10,0.30,13.60,51.56,0.94,1.00,1.05,1.00,0.20,0.00,0.00
11,19,0.10,0.30,0.10,0.30,1.20,59.00,0.57,1.00,1.72,1.00,0.01,0.00,0.00
12,19,0.10,0.30,0.10,0.30,1.50,58.90,0.63,1.00,1.58,1.00,0.02,0.00,0.00
13,19,0.10,0.30,0.10,0.30,1.80,58.80,0.68,1.00,1.46,1.00,0.02,0.00,0.00
14,19,0.10,0.30,0.10,0.30,2.40,58.60,0.73,1.00,1.35,1.00,0.03,0.00,0.00
15,19,0.10,0.30,0.10,0.30,3.20,58.33,0.78,1.00,1.26,1.00,0.05,0.00,0.00
16,19,0.10,0.30,0.10,0.30,4.50,57.90,0.84,1.00,1.18,1.00,0.07,0.00,0.00
17,19,0.10,0.30,0.10,0.30,7.20,57.00,0.89,1.00,1.11,1.00,0.11,0.00,0.00
18,19,0.10,0.30,0.10,0.30,15.30,54.30,0.94,1.00,1.05,1.00,0.21,0.00,0.00
11,20,0.10,0.30,0.10,0.30,1.10,62.33,0.55,1.00,1.81,1.00,0.01,0.00,0.00
12,20,0.10,0.30,0.10,0.30,1.40,62.23,0.60,1.00,1.66,1.00,0.02,0.00,0.00
13,20,0.10,0.30,0.10,0.30,1.70,62.13,0.65,1.00,1.53,1.00,0.02,0.00,0.00
14,20,0.10,0.30,0.10,0.30,2.10,62.00,0.70,1.00,1.42,1.00,0.03,0.00,0.00
15,20,0.10,0.30,0.10,0.30,2.70,61.80,0.75,1.00,1.33,1.00,0.04,0.00,0.00
16,20,0.10,0.30,0.10,0.30,3.60,61.50,0.80,1.00,1.25,1.00,0.05,0.00,0.00
17,20,0.10,0.30,0.10,0.30,5.10,61.00,0.85,1.00,1.17,1.00,0.07,0.00,0.00
18,20,0.10,0.30,0.10,0.30,8.10,60.00,0.90,1.00,1.11,1.00,0.11,0.00,0.00
19,20,0.10,0.30,0.10,0.30,17.10,57.00,0.95,1.00,1.05,1.00,0.23,0.00,0.00
12,11,0.30,0.30,0.10,0.30,5.00,31.66,1.09,1.00,0.91,2.57,0.13,-1.57,20.92
13,11,0.30,0.30,0.10,0.30,10.00,30.00,1.18,1.00,0.84,2.60,0.25,-1.60,16.00
14,11,0.30,0.30,0.10,0.30,15.00,28.33,1.27,1.00,0.78,2.62,0.34,-1.62,10.79
13,12,0.30,0.30,0.10,0.30,5.00,35.00,1.08,1.00,0.92,2.60,0.12,-1.60,24.00
14,12,0.30,0.30,0.10,0.30,10.00,33.33,1.16,1.00,0.85,2.62,0.23,-1.62,18.89
15,12,0.30,0.30,0.10,0.30,15.00,31.66,1.25,1.00,0.80,2.64,0.32,-1.64,13.66
14,13,0.30,0.30,0.10,0.30,5.00,38.33,1.07,1.00,0.92,2.62,0.11,-1.62,26.99
15,13,0.30,0.30,0.10,0.30,10.00,36.66,1.15,1.00,0.86,2.64,0.21,-1.64,21.86
16,13,0.30,0.30,0.10,0.30,15.00,35.00,1.23,1.00,0.81,2.66,0.30,-1.66,16.60
15,14,0.30,0.30,0.10,0.30,5.00,41.66,1.07,1.00,0.93,2.64,0.10,-1.64,30.06
16,14,0.30,0.30,0.10,0.30,10.00,40.00,1.14,1.00,0.87,2.66,0.20,-1.66,24.90
17,14,0.30,0.30,0.10,0.30,15.00,38.33,1.21,1.00,0.82,2.68,0.28,-1.68,19.59
16,15,0.30,0.30,0.10,0.30,5.00,45.00,1.06,1.00,0.93,2.66,0.10,-1.66,33.20
17,15,0.30,0.30,0.10,0.30,10.00,43.33,1.13,1.00,0.88,2.68,0.18,-1.68,27.99
18,15,0.30,0.30,0.10,0.30,15.00,41.66,1.20,1.00,0.83,2.70,0.26,-1.70,22.66
19,15,0.30,0.30,0.10,0.30,20.00,40.00,1.26,1.00,0.78,2.71,0.33,-1.71,17.10
17,16,0.30,0.30,0.10,0.30,5.00,48.33,1.06,1.00,0.94,2.68,0.09,-1.68,36.39
18,16,0.30,0.30,0.10,0.30,10.00,46.66,1.12,1.00,0.88,2.70,0.17,-1.70,31.16
19,16,0.30,0.30,0.10,0.30,15.00,45.00,1.18,1.00,0.84,2.71,0.25,-1.71,25.65
20,16,0.30,0.30,0.10,0.30,20.00,43.33,1.25,1.00,0.80,2.72,0.31,-1.72,20.06
18,17,0.30,0.30,0.10,0.30,5.00,51.66,1.05,1.00,0.94,2.70,0.08,-1.70,39.66
19,17,0.30,0.30,0.10,0.30,10.00,50.00,1.11,1.00,0.89,2.71,0.16,-1.71,34.20
20,17,0.30,0.30,0.10,0.30,15.00,48.33,1.17,1.00,0.85,2.72,0.23,-1.72,28.66
19,18,0.30,0.30,0.10,0.30,5.00,55.00,1.05,1.00,0.94,2.71,0.08,-1.71,42.75
20,18,0.30,0.30,0.10,0.30,10.00,53.33,1.11,1.00,0.90,2.72,0.15,-1.72,37.26
20,19,0.30,0.30,0.10,0.30,5.00,58.33,1.05,1.00,0.95,2.72,0.07,-1.72,45.86
12,11,0.50,0.30,0.10,0.30,2.50,32.50,1.09,1.00,0.91,3.75,0.07,-2.75,41.25
13,11,0.50,0.30,0.10,0.30,5.00,31.66,1.18,1.00,0.84,3.82,0.13,-2.82,37.59
14,11,0.50,0.30,0.10,0.30,7.50,30.83,1.27,1.00,0.78,3.88,0.19,-2.88,33.59
15,11,0.50,0.30,0.10,0.30,10.00,30.00,1.36,1.00,0.73,3.94,0.25,-2.94,29.40
16,11,0.50,0.30,0.10,0.30,12.50,29.16,1.45,1.00,0.68,4.00,0.30,-3.00,24.99
17,11,0.50,0.30,0.10,0.30,15.00,28.33,1.54,1.00,0.64,4.04,0.34,-3.04,20.26
13,12,0.50,0.30,0.10,0.30,2.50,35.83,1.08,1.00,0.92,3.82,0.06,-2.82,46.99
14,12,0.50,0.30,0.10,0.30,5.00,35.00,1.16,1.00,0.85,3.88,0.12,-2.88,43.20
15,12,0.50,0.30,0.10,0.30,7.50,34.16,1.25,1.00,0.80,3.94,0.18,-2.94,39.19
16,12,0.50,0.30,0.10,0.30,10.00,33.33,1.33,1.00,0.75,4.00,0.23,-3.00,34.99
17,12,0.50,0.30,0.10,0.30,12.50,32.50,1.41,1.00,0.70,4.04,0.27,-3.04,30.40
18,12,0.50,0.30,0.10,0.30,15.00,31.66,1.50,1.00,0.66,4.09,0.32,-3.09,25.73
14,13,0.50,0.30,0.10,0.30,2.50,39.16,1.07,1.00,0.92,3.88,0.06,-2.88,52.79
15,13,0.50,0.30,0.10,0.30,5.00,38.33,1.15,1.00,0.86,3.94,0.11,-2.94,48.99
16,13,0.50,0.30,0.10,0.30,7.50,37.50,1.23,1.00,0.81,4.00,0.16,-3.00,45.00
17,13,0.50,0.30,0.10,0.30,10.00,36.66,1.30,1.00,0.76,4.04,0.21,-3.04,40.52
18,13,0.50,0.30,0.10,0.30,12.50,35.83,1.38,1.00,0.72,4.09,0.25,-3.09,36.04
19,13,0.50,0.30,0.10,0.30,15.00,35.00,1.46,1.00,0.68,4.13,0.30,-3.13,31.30
20,13,0.50,0.30,0.10,0.30,17.50,34.16,1.53,1.00,0.65,4.16,0.33,-3.16,26.32
15,14,0.50,0.30,0.10,0.30,2.50,42.50,1.07,1.00,0.93,3.94,0.05,-2.94,58.80
16,14,0.50,0.30,0.10,0.30,5.00,41.66,1.14,1.00,0.87,4.00,0.10,-3.00,54.99
17,14,0.50,0.30,0.10,0.30,7.50,40.83,1.21,1.00,0.82,4.04,0.15,-3.04,50.66
18,14,0.50,0.30,0.10,0.30,10.00,40.00,1.28,1.00,0.77,4.09,0.20,-3.09,46.35
19,14,0.50,0.30,0.10,0.30,12.50,39.16,1.35,1.00,0.73,4.13,0.24,-3.13,41.72
20,14,0.50,0.30,0.10,0.30,15.00,38.33,1.42,1.00,0.70,4.16,0.28,-3.16,36.86
16,15,0.50,0.30,0.10,0.30,2.50,45.83,1.06,1.00,0.93,4.00,0.05,-3.00,64.99
17,15,0.50,0.30,0.10,0.30,5.00,45.00,1.13,1.00,0.88,4.04,0.10,-3.04,60.80
18,15,0.50,0.30,0.10,0.30,7.50,44.16,1.20,1.00,0.83,4.09,0.14,-3.09,56.63
19,15,0.50,0.30,0.10,0.30,10.00,43.33,1.26,1.00,0.78,4.13,0.18,-3.13,52.16
20,15,0.50,0.30,0.10,0.30,12.50,42.50,1.33,1.00,0.75,4.16,0.22,-3.16,47.40
17,16,0.50,0.30,0.10,0.30,2.50,49.16,1.06,1.00,0.94,4.04,0.04,-3.04,70.92
18,16,0.50,0.30,0.10,0.30,5.00,48.33,1.12,1.00,0.88,4.09,0.09,-3.09,66.94
19,16,0.50,0.30,0.10,0.30,7.50,47.50,1.18,1.00,0.84,4.13,0.13,-3.13,62.60
20,16,0.50,0.30,0.10,0.30,10.00,46.66,1.25,1.00,0.80,4.16,0.17,-3.16,57.92
18,17,0.50,0.30,0.10,0.30,2.50,52.50,1.05,1.00,0.94,4.09,0.04,-3.09,77.25
19,17,0.50,0.30,0.10,0.30,5.00,51.66,1.11,1.00,0.89,4.13,0.08,-3.13,73.02
20,17,0.50,0.30,0.10,0.30,7.50,50.83,1.17,1.00,0.85,4.16,0.12,-3.16,68.46
19,18,0.50,0.30,0.10,0.30,2.50,55.83,1.05,1.00,0.94,4.13,0.04,-3.13,83.46
20,18,0.50,0.30,0.10,0.30,5.00,55.00,1.11,1.00,0.90,4.16,0.08,-3.16,79.00
20,19,0.50,0.30,0.10,0.30,2.50,59.16,1.05,1.00,0.95,4.16,0.04,-3.16,89.52
11,19,0.30,0.10,0.30,0.30,20.00,40.00,0.57,2.71,1.72,1.00,0.33,1.71,-17.10
11,20,0.30,0.10,0.30,0.30,18.33,45.00,0.55,2.72,1.81,1.00,0.28,1.72,-22.93
11,14,0.50,0.10,0.30,0.30,14.16,29.16,0.78,2.62,1.27,1.57,0.32,1.05,-7.87
11,15,0.50,0.10,0.30,0.30,13.33,33.33,0.73,2.64,1.36,1.57,0.28,1.07,-10.70
12,15,0.50,0.10,0.30,0.30,15.83,30.83,0.80,2.64,1.25,1.57,0.33,1.06,-8.02
11,16,0.50,0.10,0.30,0.30,12.50,37.50,0.68,2.66,1.45,1.57,0.25,1.09,-13.62
12,16,0.50,0.10,0.30,0.30,15.00,35.00,0.75,2.66,1.33,1.57,0.30,1.08,-10.90
11,17,0.50,0.10,0.30,0.30,11.66,41.66,0.64,2.68,1.54,1.57,0.21,1.11,-16.65
12,17,0.50,0.10,0.30,0.30,14.16,39.16,0.70,2.68,1.41,1.57,0.26,1.10,-13.87
13,17,0.50,0.10,0.30,0.30,16.66,36.66,0.76,2.68,1.30,1.58,0.31,1.09,-11.00
11,18,0.50,0.10,0.30,0.30,10.83,45.83,0.61,2.70,1.63,1.57,0.19,1.12,-19.77
12,18,0.50,0.10,0.30,0.30,13.33,43.33,0.66,2.70,1.50,1.57,0.23,1.12,-16.95
13,18,0.50,0.10,0.30,0.30,15.83,40.83,0.72,2.70,1.38,1.58,0.27,1.11,-14.00
14,18,0.50,0.10,0.30,0.30,18.33,38.33,0.77,2.70,1.28,1.59,0.32,1.10,-11.10
11,19,0.50,0.10,0.30,0.30,10.00,50.00,0.57,2.71,1.72,1.57,0.16,1.14,-22.80
12,19,0.50,0.10,0.30,0.30,12.50,47.50,0.63,2.71,1.58,1.57,0.20,1.13,-19.95
13,19,0.50,0.10,0.30,0.30,15.00,45.00,0.68,2.71,1.46,1.58,0.25,1.12,-16.95
14,19,0.50,0.10,0.30,0.30,17.50,42.50,0.73,2.71,1.35,1.59,0.29,1.12,-14.00
15,19,0.50,0.10,0.30,0.30,20.00,40.00,0.78,2.71,1.26,1.59,0.33,1.11,-11.20
11,20,0.50,0.10,0.30,0.30,9.16,54.16,0.55,2.72,1.81,1.57,0.14,1.15,-25.87
12,20,0.50,0.10,0.30,0.30,11.66,51.66,0.60,2.72,1.66,1.57,0.18,1.14,-23.00
13,20,0.50,0.10,0.30,0.30,14.16,49.16,0.65,2.72,1.53,1.58,0.22,1.14,-19.95
14,20,0.50,0.10,0.30,0.30,16.66,46.66,0.70,2.72,1.42,1.59,0.26,1.13,-16.95
15,20,0.50,0.10,0.30,0.30,19.16,44.16,0.75,2.72,1.33,1.59,0.30,1.13,-14.12
16,20,0.50,0.10,0.30,0.30,21.66,41.66,0.80,2.72,1.25,1.60,0.34,1.12,-11.20
11,12,0.30,0.30,0.30,0.30,1.83,34.46,0.91,1.00,1.09,1.00,0.05,0.00,0.00
11,13,0.30,0.30,0.30,0.30,1.00,38.60,0.84,1.00,1.18,1.00,0.02,0.00,0.00
12,13,0.30,0.30,0.30,0.30,2.20,37.40,0.92,1.00,1.08,1.00,0.05,0.00,0.00
12,14,0.30,0.30,0.30,0.30,1.20,41.70,0.85,1.00,1.16,1.00,0.02,0.00,0.00
13,14,0.30,0.30,0.30,0.30,2.60,40.30,0.92,1.00,1.07,1.00,0.06,0.00,0.00
13,15,0.30,0.30,0.30,0.30,1.40,44.80,0.86,1.00,1.15,1.00,0.03,0.00,0.00
14,15,0.30,0.30,0.30,0.30,3.03,43.16,0.93,1.00,1.07,1.00,0.06,0.00,0.00
13,16,0.30,0.30,0.30,0.30,1.00,48.50,0.81,1.00,1.23,1.00,0.02,0.00,0.00
14,16,0.30,0.30,0.30,0.30,1.63,47.86,0.87,1.00,1.14,1.00,0.03,0.00,0.00
15,16,0.30,0.30,0.30,0.30,3.50,46.00,0.93,1.00,1.06,1.00,0.07,0.00,0.00
14,17,0.30,0.30,0.30,0.30,1.16,51.63,0.82,1.00,1.21,1.00,0.02,0.00,0.00
15,17,0.30,0.30,0.30,0.30,1.86,50.93,0.88,1.00,1.13,1.00,0.03,0.00,0.00
16,17,0.30,0.30,0.30,0.30,4.00,48.80,0.94,1.00,1.06,1.00,0.07,0.00,0.00
15,18,0.30,0.30,0.30,0.30,1.33,54.76,0.83,1.00,1.20,1.00,0.02,0.00,0.00
16,18,0.30,0.30,0.30,0.30,2.13,53.96,0.88,1.00,1.12,1.00,0.03,0.00,0.00
17,18,0.30,0.30,0.30,0.30,4.53,51.56,0.94,1.00,1.05,1.00,0.08,0.00,0.00
15,19,0.30,0.30,0.30,0.30,1.06,58.33,0.78,1.00,1.26,1.00,0.01,0.00,0.00
16,19,0.30,0.30,0.30,0.30,1.50,57.90,0.84,1.00,1.18,1.00,0.02,0.00,0.00
17,19,0.30,0.30,0.30,0.30,2.40,57.00,0.89,1.00,1.11,1.00,0.04,0.00,0.00
18,19,0.30,0.30,0.30,0.30,5.10,54.30,0.94,1.00,1.05,1.00,0.08,0.00,0.00
16,20,0.30,0.30,0.30,0.30,1.20,61.50,0.80,1.00,1.25,1.00,0.01,0.00,0.00
17,20,0.30,0.30,0.30,0.30,1.70,61.00,0.85,1.00,1.17,1.00,0.02,0.00,0.00
18,20,0.30,0.30,0.30,0.30,2.70,60.00,0.90,1.00,1.11,1.00,0.04,0.00,0.00
19,20,0.30,0.30,0.30,0.30,5.70,57.00,0.95,1.00,1.05,1.00,0.09,0.00,0.00
12,11,0.50,0.30,0.30,0.30,5.00,28.33,1.09,1.00,0.91,1.57,0.15,-0.57,6.64
13,11,0.50,0.30,0.30,0.30,10.00,23.33,1.18,1.00,0.84,1.58,0.30,-0.58,3.86
13,12,0.50,0.30,0.30,0.30,5.00,31.66,1.08,1.00,0.92,1.58,0.13,-0.58,7.73
14,12,0.50,0.30,0.30,0.30,10.00,26.66,1.16,1.00,0.85,1.59,0.27,-0.59,4.91
14,13,0.50,0.30,0.30,0.30,5.00,35.00,1.07,1.00,0.92,1.59,0.12,-0.59,8.85
15,13,0.50,0.30,0.30,0.30,10.00,30.00,1.15,1.00,0.86,1.59,0.25,-0.59,5.90
15,14,0.50,0.30,0.30,0.30,5.00,38.33,1.07,1.00,0.93,1.59,0.11,-0.59,9.83
16,14,0.50,0.30,0.30,0.30,10.00,33.33,1.14,1.00,0.87,1.60,0.23,-0.60,6.99
17,14,0.50,0.30,0.30,0.30,15.00,28.33,1.21,1.00,0.82,1.60,0.34,-0.60,3.99
16,15,0.50,0.30,0.30,0.30,5.00,41.66,1.06,1.00,0.93,1.60,0.10,-0.60,10.99
17,15,0.50,0.30,0.30,0.30,10.00,36.66,1.13,1.00,0.88,1.60,0.21,-0.60,7.99
18,15,0.50,0.30,0.30,0.30,15.00,31.66,1.20,1.00,0.83,1.60,0.32,-0.60,4.99
17,16,0.50,0.30,0.30,0.30,5.00,45.00,1.06,1.00,0.94,1.60,0.10,-0.60,12.00
18,16,0.50,0.30,0.30,0.30,10.00,40.00,1.12,1.00,0.88,1.60,0.20,-0.60,9.00
19,16,0.50,0.30,0.30,0.30,15.00,35.00,1.18,1.00,0.84,1.61,0.30,-0.61,6.10
18,17,0.50,0.30,0.30,0.30,5.00,48.33,1.05,1.00,0.94,1.60,0.09,-0.60,12.99
19,17,0.50,0.30,0.30,0.30,10.00,43.33,1.11,1.00,0.89,1.61,0.18,-0.61,10.16
20,17,0.50,0.30,0.30,0.30,15.00,38.33,1.17,1.00,0.85,1.61,0.28,-0.61,7.11
19,18,0.50,0.30,0.30,0.30,5.00,51.66,1.05,1.00,0.94,1.61,0.08,-0.61,14.23
20,18,0.50,0.30,0.30,0.30,10.00,46.66,1.11,1.00,0.90,1.61,0.17,-0.61,11.18
20,19,0.50,0.30,0.30,0.30,5.00,55.00,1.05,1.00,0.95,1.61,0.08,-0.61,15.25
11,17,0.50,0.10,0.50,0.30,14.00,30.00,0.64,2.68,1.54,1.00,0.31,1.68,-13.44
11,18,0.50,0.10,0.50,0.30,13.00,35.00,0.61,2.70,1.63,1.00,0.27,1.70,-18.70
12,18,0.50,0.10,0.50,0.30,16.00,30.00,0.66,2.70,1.50,1.00,0.34,1.70,-11.90
11,19,0.50,0.10,0.50,0.30,12.00,40.00,0.57,2.71,1.72,1.00,0.23,1.71,-23.94
12,19,0.50,0.10,0.50,0.30,15.00,35.00,0.63,2.71,1.58,1.00,0.30,1.71,-17.10
11,20,0.50,0.10,0.50,0.30,11.00,45.00,0.55,2.72,1.81,1.00,0.19,1.72,-29.24
12,20,0.50,0.10,0.50,0.30,14.00,40.00,0.60,2.72,1.66,1.00,0.25,1.72,-22.36
13,20,0.50,0.10,0.50,0.30,17.00,35.00,0.65,2.72,1.53,1.00,0.32,1.72,-15.48
11,12,0.50,0.30,0.50,0.30,1.10,34.46,0.91,1.00,1.09,1.00,0.03,0.00,0.00
12,13,0.50,0.30,0.50,0.30,1.32,37.40,0.92,1.00,1.08,1.00,0.03,0.00,0.00
13,14,0.50,0.30,0.50,0.30,1.56,40.30,0.92,1.00,1.07,1.00,0.03,0.00,0.00
14,15,0.50,0.30,0.50,0.30,1.82,43.16,0.93,1.00,1.07,1.00,0.04,0.00,0.00
15,16,0.50,0.30,0.50,0.30,2.10,46.00,0.93,1.00,1.06,1.00,0.04,0.00,0.00
15,17,0.50,0.30,0.50,0.30,1.12,50.93,0.88,1.00,1.13,1.00,0.02,0.00,0.00
16,17,0.50,0.30,0.50,0.30,2.40,48.80,0.94,1.00,1.06,1.00,0.04,0.00,0.00
16,18,0.50,0.30,0.50,0.30,1.28,53.96,0.88,1.00,1.12,1.00,0.02,0.00,0.00
17,18,0.50,0.30,0.50,0.30,2.72,51.56,0.94,1.00,1.05,1.00,0.05,0.00,0.00
17,19,0.50,0.30,0.50,0.30,1.44,57.00,0.89,1.00,1.11,1.00,0.02,0.00,0.00
18,19,0.50,0.30,0.50,0.30,3.06,54.30,0.94,1.00,1.05,1.00,0.05,0.00,0.00
17,20,0.50,0.30,0.50,0.30,1.02,61.00,0.85,1.00,1.17,1.00,0.01,0.00,0.00
